long_name;short_name;author;organization
"   Настоящий двадцатый век. Портреты современников Анны Ахматовой : Живопись и графика из собрания Музея Анны Ахматовой в Фонтанном Доме : Каталог : в 2 ч. / авт. вступ. ст., сост. С.А. Грушевская. - СПб. : Музей Анны Ахматовой в Фонтанном Доме, 2013. - Изд. приурочено к выставке ""Настоящий двадцатый век : портреты современников Анны Ахматовой"" Музея Анны Ахматовой (Санкт-Петербург) : 10 июня - 17 авг. 2014 .   Часть 2. -  2014. - 115 с. : ил.";Часть 2;;
Алимов, Игорь Александрович.    История китайской классической литературы с древности и до XIII века :  поэзия, проза = The history of classical chinese literature from the antiquity to XIII th C. : poetry, prose : в 2 частях / И.А. Алимов, М.Е. Кравцова. - СПб. : Петербургское Востоковедение, 2014. - 25 см. - (Российское китаеведение : история, современное состояние и перспективы развития). - ISBN 978-5-85803-473-5.   Часть 1. -  2014. - 704 с. - ISBN 978-5-85803-474-2.;Часть 1;Алимов И.А.;
"Ньютон, Хельмут.   Хельмут Ньютон : Автобиография / Х. Ньютон ; пер. с англ. К. Савельева. - М. : КоЛибри : Азбука-Аттикус, 2014. - 284, [2] с. : ил., портр. ; 26 см. - ISBN 978-5-389-06820-9.";Хельмут Ньютон : Автобиография;Ньютон Х.;
"Судак, Луи де.   Французские путешественники в Крыму. XIX век. / Л. де Судак, Ф. де. Мели, А. Рамбо. - Симферополь : Н. Орiанда, 2014. - 312 с. : ил. ; 16 см. - (Крымские путешествия). - ISBN 978-617-7098-00-2.";Французские путешественники в Крыму. XIX век.;Судак Л. де;
"Бёрджер, Джон.   Фотография и ее предназначения : [эссе] / Д. Бёрджер. - М. : Ад Маргинем Пресс, 2014. - 239 с. : ил. ; 19 см. - ISBN 978-5-91103-204-3.";Фотография и ее предназначения;Бёрджер Д.;
"Руйе, Андре.   Фотография : Между документом и современным искусством  = La Photographie, Entre Document et Art Contemporain / Андре Руйе ; перевод с фр.: Марина Михайлова. - СПб. : Клаудберри, 2014. - 712 с. : ил. ; 21 см. - Библиогр.: с. 684-705. - ISBN 978-5-903974-04-7	.";Фотография : Между документом и современным искусством ;Руйе А.;
"   Фотограф Иван Барщевский. Древнерусское зодчество	 / текст: Мария Рогозина. -  : Кучково поле, 2014. - 176 с. : ил. ; 20 см. - (Коллекция Музея архитектуры им. А.В. Щусева ; Вып. 1). - Библиогр.: с. 19 и в подстр. примеч. - Парал. на рус. и англ. яз. - ISBN 978-5-902667-15-5.";Фотограф Иван Барщевский. Древнерусское зодчество	;;Парал. на рус. и англ. яз.
"   Фотограф Иван Александров. Виды Москвы. Усадьбы. Особняки модерна. - М. : Кучково поле	, 2014. - 192 с. : ил. ; 20 см. - (Коллекция Музея архитектуры им. А.В. Щусева ; Вып. 2). - Библиогр. в подстр. примеч. - Парал. на рус. и англ. яз. - ISBN 978-5-902667-13-1.";Фотограф Иван Александров. Виды Москвы. Усадьбы. Особняки модерна;;Парал. на рус. и англ. яз.
"""Уильям Хогарт: Анализ красоты. Гравюры из собрания ГМИИ им. А.С. Пушкина"". выставка (2014; Москва).   Уильям Хогарт. Гравюры из собрания ГМИИ им. А.С.Пушкина = William Hogarth. Engravings & Etchings from The Pushkin State Museum of Fine Arts : [каталог] / авт. ст. и сост. кат. Т. Тютвинова. - М. : ABCdesign, 2014. - 180 c. : ил. ; 28 см. - Библиогр. в подстр. примеч. - ГМИИ им. А.С. Пушкина (Москва): 7 июл. - 7 сент. 2014. - Резюме на англ. яз. - ISBN 978-5-4330-0033-9.";Уильям Хогарт. Гравюры из собрания ГМИИ им. А.С.Пушкина;;ГМИИ им. А.С. Пушкина (Москва): 7 июл. - 7 сент. 2014
"Соколов, Михаил Николаевич.   Три пути в рай : Природа, религия и искусство в пространстве сада / М.Н. Соколов ; Рос. Акад.  художеств, Науч.-исслед. ин-т теории и  истории изобразительных искусств. - М. : Страдиз : Феория : Минувшее, 2014. - 719, [XVI] с. : ил., [8] л. ил. ; 25 см. - Библиогр. в подстр. примеч. - ISBN 978-5-91796-056-2.";Три пути в рай;Соколов М.Н.;
"""Типы. Типчики. Типажи"". выставка (2014; Ярославль).   Типы. Типчики. Типажи / кураторы проекта Т. Лебедева, Ю. Петухов ; тексты. Т. Лебедевой, Ю. Петухова. - М. : ""2К"", 2014. - 416 с : ил. ; 22 см. - Ярославский художественный музей (Ярославль): 10 окт. - 30 нояб. 2014. - ISBN 978-5 -89449-030-4.";Типы. Типчики. Типажи;;Ярославский художественный музей (Ярославль): 10 окт. - 30 нояб. 2014
Муравьев, Владимир Брониславович.    Повести Тверского бульвара	 : В 2 томах  / В.Б. Муравьев. - М. : Русскiй мiръ : Жизнь и мысль, 2014. - 22 см. - (Большая московская библиотека : БМБ).   Т.2. -  2014. - 544 с. : ил. - ISBN 978-5-8455-0167-7.;Т.2;;
"Гейдор, Тамара Ивановна.   Стили московской архитектуры / Т.И. Гейдор, И.А. Казусь. - М. : Искусство-XXI век	, 2014. - 613 с. : ил. ; 26 см. - ISBN 978-5-98051-113-5.";Стили московской архитектуры;Гейдор Т.И.;
"Згарби, Витторио.   Сокровища Италии  : Предчувствие Ренессанса / В. Згарби ; пер. А.В. Голубцовой. - М. : Слово, 2014. - 484 с. : ил. ; 22 см. - ISBN 978-5-387-00945-7.";Сокровища Италии ;Згарби В.;
"Сонтаг, Сьюзен.   Сознание, прикованное к плоти : Дневники и записные книжки 1964-1980 / С. Сонтаг ; под ред. Дэвида Риффа ; пер. с англ. Марка Дадяна и Давида Можарова. - М. : Ад Маргинем Пресс, 2014. - 558 с. ; 20 см. - ISBN 978-5-91103-182-4.";Сознание, прикованное к плоти;Сонтаг С.;
"Эник, Натали.   Слава Ван Гога : Опыт антропологии восхищения / Н. Эник ; пер. с фр. Карена Саркисова ; ред. Д. Потемкин. - М. : V-A-C press, 2014. - 384 с. : ил. ; 18 см. - Библиогр.: с.375-382. - ISBN 978-5-9904389-6-5.";Слава Ван Гога;Эник Н.;
"Глазунов, Иван Ильич.   Символ и образ в русском декоративно-прикладном искусстве XVII века / И.И. Глазунов. - М. : Б.и., 2014. - 199 c. : ил., портр. ; 29 см. - Библиогр.: с.197-199 и в примеч. - ISBN 978-5-93488-144-4.";Символ и образ в русском декоративно-прикладном искусстве XVII века;Глазунов И.И.;
